time;inverter_raw/2/P_float
2024-08-24 02:18:00;0.0
2024-08-24 02:19:00;0.0
2024-08-24 02:20:00;0.0
2024-08-24 02:21:00;0.0
2024-08-24 02:22:00;0.0
2024-08-24 02:23:00;0.0
2024-08-24 02:24:00;0.0
2024-08-24 02:25:00;0.0
2024-08-24 02:26:00;0.0
2024-08-24 02:27:00;0.0
2024-08-24 02:28:00;0.0
2024-08-24 02:29:00;0.0
2024-08-24 02:30:00;0.0
2024-08-24 02:31:00;0.0
2024-08-24 02:32:00;0.0
2024-08-24 02:33:00;0.0
2024-08-24 02:34:00;0.0
2024-08-24 02:35:00;0.0
2024-08-24 02:36:00;0.0
2024-08-24 02:37:00;0.0
2024-08-24 02:38:00;0.0
2024-08-24 02:39:00;0.0
2024-08-24 02:40:00;0.0
2024-08-24 02:41:00;0.0
2024-08-24 02:42:00;0.0
2024-08-24 02:43:00;0.0
2024-08-24 02:44:00;0.0
2024-08-24 02:45:00;0.0
2024-08-24 02:46:00;0.0
2024-08-24 02:47:00;0.0
2024-08-24 02:48:00;0.0
2024-08-24 02:49:00;0.0
2024-08-24 02:50:00;0.0
2024-08-24 02:51:00;0.0
2024-08-24 02:52:00;0.0
2024-08-24 02:53:00;0.0
2024-08-24 02:54:00;0.0
2024-08-24 02:55:00;0.0
2024-08-24 02:56:00;0.0
2024-08-24 02:57:00;0.0
2024-08-24 02:58:00;0.0
2024-08-24 02:59:00;0.0
2024-08-24 03:00:00;0.0
2024-08-24 03:01:00;0.0
2024-08-24 03:02:00;0.0
2024-08-24 03:03:00;0.0
2024-08-24 03:04:00;0.0
2024-08-24 03:05:00;0.0
2024-08-24 03:06:00;0.0
2024-08-24 03:07:00;0.0
2024-08-24 03:08:00;0.0
2024-08-24 03:09:00;0.0
2024-08-24 03:10:00;0.0
2024-08-24 03:11:00;0.0
2024-08-24 03:12:00;0.0
2024-08-24 03:13:00;0.0
2024-08-24 03:14:00;0.0
2024-08-24 03:15:00;0.0
2024-08-24 03:16:00;0.0
2024-08-24 03:17:00;0.0
2024-08-24 03:18:00;0.0
2024-08-24 03:19:00;0.0
2024-08-24 03:20:00;0.0
2024-08-24 03:21:00;0.0
2024-08-24 03:22:00;0.0
2024-08-24 03:23:00;0.0
2024-08-24 03:24:00;0.0
2024-08-24 03:25:00;0.0
2024-08-24 03:26:00;0.0
2024-08-24 03:27:00;0.0
2024-08-24 03:28:00;0.0
2024-08-24 03:29:00;0.0
2024-08-24 03:30:00;0.0
2024-08-24 03:31:00;0.0
2024-08-24 03:32:00;0.0
2024-08-24 03:33:00;0.0
2024-08-24 03:34:00;0.0
2024-08-24 03:35:00;0.0
2024-08-24 03:36:00;0.0
2024-08-24 03:37:00;0.0
2024-08-24 03:38:00;0.0
2024-08-24 03:39:00;0.0
2024-08-24 03:40:00;0.0
2024-08-24 03:41:00;0.0
2024-08-24 03:42:00;0.0
2024-08-24 03:43:00;0.0
2024-08-24 03:44:00;0.0
2024-08-24 03:45:00;0.0
2024-08-24 03:46:00;0.0
2024-08-24 03:47:00;0.0
2024-08-24 03:48:00;0.0
2024-08-24 03:49:00;0.0
2024-08-24 03:50:00;0.0
2024-08-24 03:51:00;0.0
2024-08-24 03:52:00;0.0
2024-08-24 03:53:00;0.0
2024-08-24 03:54:00;0.0
2024-08-24 03:55:00;0.0
2024-08-24 03:56:00;0.0
2024-08-24 03:57:00;0.0
2024-08-24 03:58:00;0.0
2024-08-24 03:59:00;0.0
2024-08-24 04:00:00;0.0
2024-08-24 04:01:00;0.0
2024-08-24 04:02:00;0.0
2024-08-24 04:03:00;0.0
2024-08-24 04:04:00;0.0
2024-08-24 04:05:00;0.0
2024-08-24 04:06:00;0.0
2024-08-24 04:07:00;0.0
2024-08-24 04:08:00;0.0
2024-08-24 04:09:00;0.0
2024-08-24 04:10:00;0.0
2024-08-24 04:11:00;0.0
2024-08-24 04:12:00;0.0
2024-08-24 04:13:00;0.0
2024-08-24 04:14:00;0.0
2024-08-24 04:15:00;0.0
2024-08-24 04:16:00;0.0
2024-08-24 04:17:00;0.0
2024-08-24 04:18:00;0.0
2024-08-24 04:19:00;0.0
2024-08-24 04:20:00;0.0
2024-08-24 04:21:00;0.0
2024-08-24 04:22:00;0.0
2024-08-24 04:23:00;0.0
2024-08-24 04:24:00;0.0
2024-08-24 04:25:00;0.0
2024-08-24 04:26:00;0.0
2024-08-24 04:27:00;0.0
2024-08-24 04:28:00;0.0
2024-08-24 04:29:00;0.0
2024-08-24 04:30:00;0.0
2024-08-24 04:31:00;0.0
2024-08-24 04:32:00;0.0
2024-08-24 04:33:00;0.0
2024-08-24 04:34:00;0.0
2024-08-24 04:35:00;0.0
2024-08-24 04:36:00;0.1321483612060547
2024-08-24 04:37:00;0.8281491696834564
2024-08-24 04:38:00;0.3330370903015137
2024-08-24 04:39:00;1.4077365663316515
2024-08-24 04:40:00;3.069629096984863
2024-08-24 04:41:00;3.3339258432388306
2024-08-24 04:42:00;4.894813643561469
2024-08-24 04:43:00;6.142812919616699
2024-08-24 04:44:00;8.553477764129639
2024-08-24 04:45:00;11.901623058319093
2024-08-24 04:46:00;15.1828049659729
2024-08-24 04:47:00;17.392581367492674
2024-08-24 04:48:00;19.736283683776854
2024-08-24 04:49:00;18.664876174926757
2024-08-24 04:50:00;25.94895341661241
2024-08-24 04:51:00;26.231685447692872
2024-08-24 04:52:00;26.990598254733616
2024-08-24 04:53:00;31.253902244567872
2024-08-24 04:54:00;33.46367855072022
2024-08-24 04:55:00;34.40115966796875
2024-08-24 04:56:00;35.62137222290039
2024-08-24 04:57:00;41.49922637939453
2024-08-24 04:58:00;41.030487823486325
2024-08-24 04:59:00;44.69856728447808
2024-08-24 05:00:00;45.85181655883789
2024-08-24 05:01:00;48.463369369506836
2024-08-24 05:02:00;49.467813873291014
2024-08-24 05:03:00;53.68647689819336
2024-08-24 05:04:00;55.2266227722168
2024-08-24 05:05:00;55.226623916625975
2024-08-24 05:06:00;58.90958480834961
2024-08-24 05:07:00;61.73690626356337
2024-08-24 05:08:00;63.06128349304199
2024-08-24 05:09:00;66.00765266418458
2024-08-24 05:10:00;66.07461585998536
2024-08-24 05:11:00;68.55224113464355
2024-08-24 05:12:00;67.16834174262152
2024-08-24 05:13:00;70.44208357069228
2024-08-24 05:14:00;73.64142303466797
2024-08-24 05:15:00;75.1815689086914
2024-08-24 05:16:00;75.51638412475586
2024-08-24 05:17:00;79.60112075805664
2024-08-24 05:18:00;82.01178588867188
2024-08-24 05:19:00;84.55637664794922
2024-08-24 05:20:00;82.74837799072266
2024-08-24 05:21:00;85.09208068847656
2024-08-24 05:22:00;88.37326126098633
2024-08-24 05:23:00;90.58303680419922
2024-08-24 05:24:00;91.57260216606988
2024-08-24 05:25:00;92.5249626159668
2024-08-24 05:26:00;92.85977783203126
2024-08-24 05:27:00;96.67666397094726
2024-08-24 05:28:00;98.5516242980957
2024-08-24 05:29:00;98.61858673095703
2024-08-24 05:30:00;100.35962371826172
2024-08-24 05:31:00;101.61703745524089
2024-08-24 05:32:00;102.43547134399414
2024-08-24 05:33:00;104.84613952636718
2024-08-24 05:34:00;107.86690860324435
2024-08-24 05:35:00;110.93976211547852
2024-08-24 05:36:00;113.68524169921875
2024-08-24 05:37:00;115.5602035522461
2024-08-24 05:38:00;120.5824203491211
2024-08-24 05:39:00;124.19841918945312
2024-08-24 05:40:00;125.06893768310547
2024-08-24 05:41:00;125.64928097195096
2024-08-24 05:42:00;130.82774505615234
2024-08-24 05:43:00;133.90804138183594
2024-08-24 05:44:00;138.7293685913086
2024-08-24 05:45:00;146.4301025390625
2024-08-24 05:46:00;154.5326141357422
2024-08-24 05:47:00;159.1530563354492
2024-08-24 05:48:00;166.38505096435546
2024-08-24 05:49:00;175.02326507568358
2024-08-24 05:50:00;183.25969848632812
2024-08-24 05:51:00;190.02295532226563
2024-08-24 05:52:00;197.12102508544922
2024-08-24 05:53:00;204.68783416748047
2024-08-24 05:54:00;213.4450920952691
2024-08-24 05:55:00;218.01345520019532
2024-08-24 05:56:00;216.13848876953125
2024-08-24 05:57:00;222.49996643066407
2024-08-24 05:58:00;238.1692855834961
2024-08-24 05:59:00;249.2181655883789
2024-08-24 06:00:00;259.46349029541017
2024-08-24 06:01:00;266.5615478515625
2024-08-24 06:02:00;273.92747802734374
2024-08-24 06:03:00;287.85576171875
2024-08-24 06:04:00;295.556494140625
2024-08-24 06:05:00;308.0115997314453
2024-08-24 06:06:00;319.2464836968316
2024-08-24 06:07:00;332.0512756347656
2024-08-24 06:08:00;343.94835408528644
2024-08-24 06:09:00;350.94226413302954
2024-08-24 06:10:00;361.3992919921875
2024-08-24 06:11:00;376.7824951171875
2024-08-24 06:12:00;394.9145677354601
2024-08-24 06:13:00;407.7193664550781
2024-08-24 06:14:00;419.02120293511285
2024-08-24 06:15:00;426.46897888183594
2024-08-24 06:16:00;434.1697113037109
2024-08-24 06:17:00;441.5654025607639
2024-08-24 06:18:00;448.9685119628906
2024-08-24 06:19:00;459.2808074951172
2024-08-24 06:20:00;474.68227233886716
2024-08-24 06:21:00;487.7400390625
2024-08-24 06:22:00;500.5969177246094
2024-08-24 06:23:00;513.3868194580078
2024-08-24 06:24:00;524.3687438964844
2024-08-24 06:25:00;536.2806939019097
2024-08-24 06:26:00;551.15390625
2024-08-24 06:27:00;567.1580505371094
2024-08-24 06:28:00;584.3675109863282
2024-08-24 06:29:00;594.8806945800782
2024-08-24 06:30:00;608.6080932617188
2024-08-24 06:31:00;627.4246758355034
2024-08-24 06:32:00;632.1790283203125
2024-08-24 06:33:00;636.5316162109375
2024-08-24 06:34:00;644.9689514160157
2024-08-24 06:35:00;655.4151611328125
2024-08-24 06:36:00;672.3567687988282
2024-08-24 06:37:00;692.6465270996093
2024-08-24 06:38:00;705.9721740722656
2024-08-24 06:39:00;704.8040296766493
2024-08-24 06:40:00;705.4364807128907
2024-08-24 06:41:00;704.8337890625
2024-08-24 06:42:00;702.2891723632813
2024-08-24 06:43:00;766.9753540039062
2024-08-24 06:44:00;778.0912048339844
2024-08-24 06:45:00;793.5596252441406
2024-08-24 06:46:00;806.2156168619791
2024-08-24 06:47:00;821.5501342773438
2024-08-24 06:48:00;836.9516052246094
2024-08-24 06:49:00;853.759290907118
2024-08-24 06:50:00;867.2188171386719
2024-08-24 06:51:00;878.0668273925781
2024-08-24 06:52:00;896.0203314887153
2024-08-24 06:53:00;913.289306640625
2024-08-24 06:54:00;924.8887803819445
2024-08-24 06:55:00;938.19951171875
2024-08-24 06:56:00;953.1620076497396
2024-08-24 06:57:00;970.6467759874132
2024-08-24 06:58:00;986.01103515625
2024-08-24 06:59:00;1001.1446472167969
2024-08-24 07:00:00;1015.3631117078993
2024-08-24 07:01:00;1028.7556762695312
2024-08-24 07:02:00;1041.85810546875
2024-08-24 07:03:00;1055.8533447265625
2024-08-24 07:04:00;1069.17900390625
2024-08-24 07:05:00;1083.1072509765625
2024-08-24 07:06:00;1099.6471069335937
2024-08-24 07:07:00;1117.741943359375
2024-08-24 07:08:00;1132.12412109375
2024-08-24 07:09:00;1145.4496948242188
2024-08-24 07:10:00;1157.6369384765626
2024-08-24 07:11:00;1171.7587212456597
2024-08-24 07:12:00;1183.8864013671875
2024-08-24 07:13:00;1196.2076171875
2024-08-24 07:14:00;1208.930517578125
2024-08-24 07:15:00;1215.96162109375
2024-08-24 07:16:00;1230.9836968315972
2024-08-24 07:17:00;1248.438671875
2024-08-24 07:18:00;1265.8490356445313
2024-08-24 07:19:00;1280.7147705078125
2024-08-24 07:20:00;1296.0120985243057
2024-08-24 07:21:00;1311.8525390625
2024-08-24 07:22:00;1325.7138793945312
2024-08-24 07:23:00;1339.5081909179687
2024-08-24 07:24:00;1353.302587890625
2024-08-24 07:25:00;1368.30224609375
2024-08-24 07:26:00;1383.2870958116318
2024-08-24 07:27:00;1401.5828125
2024-08-24 07:28:00;1421.8279486762153
2024-08-24 07:29:00;1433.7919555664062
2024-08-24 07:30:00;1455.8897338867187
2024-08-24 07:31:00;1474.1334499782986
2024-08-24 07:32:00;1489.5051391601562
2024-08-24 07:33:00;1521.9151489257813
2024-08-24 07:34:00;1530.010281032986
2024-08-24 07:35:00;1516.959912109375
2024-08-24 07:36:00;1496.871044921875
2024-08-24 07:37:00;1473.9102105034722
2024-08-24 07:38:00;1454.0147705078125
2024-08-24 07:39:00;1436.6044189453125
2024-08-24 07:40:00;1424.2162841796876
2024-08-24 07:41:00;1416.9843139648438
2024-08-24 07:42:00;1416.4485961914063
2024-08-24 07:43:00;1604.5473999023438
2024-08-24 07:44:00;1619.8149169921876
2024-08-24 07:45:00;1631.1242540147568
2024-08-24 07:46:00;1646.60009765625
2024-08-24 07:47:00;1637.4931518554688
2024-08-24 07:48:00;1618.2078002929688
2024-08-24 07:49:00;1612.5159545898437
2024-08-24 07:50:00;1627.649609375
2024-08-24 07:51:00;1649.8812866210938
2024-08-24 07:52:00;1642.656711154514
2024-08-24 07:53:00;1667.2916381835937
2024-08-24 07:54:00;1677.8047729492187
2024-08-24 07:55:00;1691.9339965820313
2024-08-24 07:56:00;1712.4246215820312
2024-08-24 07:57:00;1695.4830322265625
2024-08-24 07:58:00;1755.5487670898438
2024-08-24 07:59:00;1771.6868286132812
2024-08-24 08:00:00;1783.1300726996528
2024-08-24 08:01:00;1792.6462036132812
2024-08-24 08:02:00;1804.3647094726562
2024-08-24 08:03:00;1817.0207275390626
2024-08-24 08:04:00;1831.2837890625
2024-08-24 08:05:00;1847.1540405273438
2024-08-24 08:06:00;1860.881374782986
2024-08-24 08:07:00;1886.52822265625
2024-08-24 08:08:00;1921.8176513671874
2024-08-24 08:09:00;1944.8528930664063
2024-08-24 08:10:00;1976.0576171875
2024-08-24 08:11:00;1925.76845703125
2024-08-24 08:12:00;1913.2463989257812
2024-08-24 08:13:00;1999.829443359375
2024-08-24 08:14:00;2011.3470458984375
2024-08-24 08:15:00;2021.6593505859375
2024-08-24 08:16:00;2032.57431640625
2024-08-24 08:17:00;2059.7612033420137
2024-08-24 08:18:00;2045.9222140842014
2024-08-24 08:19:00;2023.6682739257812
2024-08-24 08:20:00;2021.5924072265625
2024-08-24 08:21:00;2024.9405639648437
2024-08-24 08:22:00;2032.7082397460938
2024-08-24 08:23:00;2063.109361436632
2024-08-24 08:24:00;2127.393744574653
2024-08-24 08:25:00;2201.655615234375
2024-08-24 08:26:00;2221.5436767578126
2024-08-24 08:27:00;2234.46748046875
2024-08-24 08:28:00;2247.927001953125
2024-08-24 08:29:00;2260.1812744140625
2024-08-24 08:30:00;2268.685498046875
2024-08-24 08:31:00;2280.3667805989585
2024-08-24 08:32:00;2292.6582275390624
2024-08-24 08:33:00;2306.318701171875
2024-08-24 08:34:00;2323.1933349609376
2024-08-24 08:35:00;2339.867041015625
2024-08-24 08:36:00;2352.054345703125
2024-08-24 08:37:00;2366.1835205078123
2024-08-24 08:38:00;2375.677300347222
2024-08-24 08:39:00;2386.3393798828124
2024-08-24 08:40:00;2396.2125651041665
2024-08-24 08:41:00;2405.4906982421876
2024-08-24 08:42:00;2415.501708984375
2024-08-24 08:43:00;2426.9857421875
2024-08-24 08:44:00;2441.516845703125
2024-08-24 08:45:00;2451.56123046875
2024-08-24 08:46:00;2463.4805908203125
2024-08-24 08:47:00;2473.123291015625
2024-08-24 08:48:00;2488.457763671875
2024-08-24 08:49:00;2501.567626953125
2024-08-24 08:50:00;2512.9661865234375
2024-08-24 08:51:00;2522.4079345703126
2024-08-24 08:52:00;2530.4435546875
2024-08-24 08:53:00;2543.3078342013887
2024-08-24 08:54:00;2553.3447998046877
2024-08-24 08:55:00;2558.9697509765624
2024-08-24 08:56:00;2567.5410400390624
2024-08-24 08:57:00;2578.649359809028
2024-08-24 08:58:00;2583.5451171875
2024-08-24 08:59:00;2597.5403564453127
2024-08-24 09:00:00;2609.1918701171876
2024-08-24 09:01:00;2616.4238525390624
2024-08-24 09:02:00;2625.3969482421876
2024-08-24 09:03:00;2633.499462890625
2024-08-24 09:04:00;2653.7222412109377
2024-08-24 09:05:00;2711.6079915364585
2024-08-24 09:06:00;2672.7396728515623
2024-08-24 09:07:00;2570.98583984375
2024-08-24 09:08:00;2522.6757568359376
2024-08-24 09:09:00;2526.1578369140625
2024-08-24 09:10:00;2555.9563720703127
2024-08-24 09:11:00;2596.1341552734375
2024-08-24 09:12:00;2636.378857421875
2024-08-24 09:13:00;2721.354736328125
2024-08-24 09:14:00;2737.9615234375
2024-08-24 09:15:00;2777.3060167100693
2024-08-24 09:16:00;2825.2960340711807
2024-08-24 09:17:00;2747.2694091796875
2024-08-24 09:18:00;2656.3263346354165
2024-08-24 09:19:00;2630.151318359375
2024-08-24 09:20:00;2646.624169921875
2024-08-24 09:21:00;2685.46259765625
2024-08-24 09:22:00;2724.4350341796876
2024-08-24 09:23:00;2765.4833740234376
2024-08-24 09:24:00;2808.8529459635415
2024-08-24 09:25:00;2853.47255859375
2024-08-24 09:26:00;2901.2171630859375
2024-08-24 09:27:00;2922.8461669921876
2024-08-24 09:28:00;2864.65537109375
2024-08-24 09:29:00;2785.43818359375
2024-08-24 09:30:00;2736.6892578125
2024-08-24 09:31:00;2738.6981201171875
2024-08-24 09:32:00;2775.5203450520835
2024-08-24 09:33:00;2822.602685546875
2024-08-24 09:34:00;2868.003515625
2024-08-24 09:35:00;2906.64111328125
2024-08-24 09:36:00;2946.7518798828123
2024-08-24 09:37:00;2977.2274576822915
2024-08-24 09:38:00;2975.3876953125
2024-08-24 09:39:00;2977.525092230903
2024-08-24 09:40:00;2948.1581298828123
2024-08-24 09:41:00;2881.6639404296875
2024-08-24 09:42:00;2839.5442626953127
2024-08-24 09:43:00;2960.7471435546877
2024-08-24 09:44:00;2999.6972927517363
2024-08-24 09:45:00;2993.5590087890623
2024-08-24 09:46:00;2996.773193359375
2024-08-24 09:47:00;3004.54091796875
2024-08-24 09:48:00;3015.1210205078123
2024-08-24 09:49:00;3019.2057373046873
2024-08-24 09:50:00;3019.674462890625
2024-08-24 09:51:00;3028.17880859375
2024-08-24 09:52:00;3034.2724365234376
2024-08-24 09:53:00;3033.000146484375
2024-08-24 09:54:00;3036.9732530381943
2024-08-24 09:55:00;3038.95986328125
2024-08-24 09:56:00;3035.477783203125
2024-08-24 09:57:00;3042.7766845703127
2024-08-24 09:58:00;3052.0845703125
2024-08-24 09:59:00;3058.513037109375
2024-08-24 10:00:00;3064.2048583984374
2024-08-24 10:01:00;3086.3025634765627
2024-08-24 10:02:00;3099.62822265625
2024-08-24 10:03:00;3107.52978515625
2024-08-24 10:04:00;3111.7484266493057
2024-08-24 10:05:00;3119.7841064453123
2024-08-24 10:06:00;3131.36865234375
2024-08-24 10:07:00;3139.6050537109377
2024-08-24 10:08:00;3152.5958984375
2024-08-24 10:09:00;3155.4753173828126
2024-08-24 10:10:00;3160.110595703125
2024-08-24 10:11:00;3170.4749267578127
2024-08-24 10:12:00;3179.4480224609374
2024-08-24 10:13:00;3187.9522705078125
2024-08-24 10:14:00;3192.7736083984373
2024-08-24 10:15:00;3319.1846788194443
2024-08-24 10:16:00;3352.3685167100693
2024-08-24 10:17:00;3354.4220458984373
2024-08-24 10:18:00;3360.448681640625
2024-08-24 10:19:00;3368.3503662109374
2024-08-24 10:20:00;3374.1092041015627
2024-08-24 10:21:00;3380.068896484375
2024-08-24 10:22:00;3375.8502197265625
2024-08-24 10:23:00;3375.8501953125
2024-08-24 10:24:00;3375.0466552734374
2024-08-24 10:25:00;3375.8799913194443
2024-08-24 10:26:00;3381.3857150607637
2024-08-24 10:27:00;3393.1936279296874
2024-08-24 10:28:00;3398.6176513671876
2024-08-24 10:29:00;3395.9688856336807
2024-08-24 10:30:00;3397.558416193182
2024-08-24 10:31:00;3399.391411675347
2024-08-24 10:32:00;3398.818505859375
2024-08-24 10:33:00;3401.028271484375
2024-08-24 10:34:00;3402.43447265625
2024-08-24 10:35:00;3406.98798828125
2024-08-24 10:36:00;3412.4118923611113
2024-08-24 10:37:00;3427.0098876953125
2024-08-24 10:38:00;3433.7731201171873
2024-08-24 10:39:00;3429.42060546875
2024-08-24 10:40:00;3424.7331298828126
2024-08-24 10:41:00;3429.9562255859373
2024-08-24 10:42:00;3428.5500732421874
2024-08-24 10:43:00;3431.1615478515623
2024-08-24 10:44:00;3442.917236328125
2024-08-24 10:45:00;3456.6074951171877
2024-08-24 10:46:00;3461.160986328125
2024-08-24 10:47:00;3471.808056640625
2024-08-24 10:48:00;3479.173974609375
2024-08-24 10:49:00;3476.1605712890623
2024-08-24 10:50:00;3490.423779296875
2024-08-24 10:51:00;3501.8744140625
2024-08-24 10:52:00;3510.31171875
2024-08-24 10:53:00;3491.1603271484373
2024-08-24 10:54:00;3490.8255859375
2024-08-24 10:55:00;3491.89697265625
2024-08-24 10:56:00;3486.6738525390624
2024-08-24 10:57:00;3497.975640190972
2024-08-24 10:58:00;3501.941357421875
2024-08-24 10:59:00;3496.4504150390626
2024-08-24 11:00:00;3491.227294921875
2024-08-24 11:01:00;3510.31171875
2024-08-24 11:02:00;3518.5482177734375
2024-08-24 11:03:00;3515.199951171875
2024-08-24 11:04:00;3527.454248046875
2024-08-24 11:05:00;3541.047705078125
2024-08-24 11:06:00;3553.90458984375
2024-08-24 11:07:00;3563.1454833984376
2024-08-24 11:08:00;3558.592041015625
2024-08-24 11:09:00;3557.386669921875
2024-08-24 11:10:00;3559.797314453125
2024-08-24 11:11:00;3564.4846923828127
2024-08-24 11:12:00;3568.50244140625
2024-08-24 11:13:00;3562.3344455295137
2024-08-24 11:14:00;3544.2544759114585
2024-08-24 11:15:00;3527.588134765625
2024-08-24 11:16:00;3514.9322265625
2024-08-24 11:17:00;3510.8473388671873
2024-08-24 11:18:00;3516.47236328125
2024-08-24 11:19:00;3515.683648003472
2024-08-24 11:20:00;3521.1597412109377
2024-08-24 11:21:00;3512.9233154296876
2024-08-24 11:22:00;3498.4593017578127
2024-08-24 11:23:00;3500.5351806640624
2024-08-24 11:24:00;3506.49482421875
2024-08-24 11:25:00;3504.2850341796875
2024-08-24 11:26:00;3493.7347276475693
2024-08-24 11:27:00;3481.4507568359377
2024-08-24 11:28:00;3491.1603515625
2024-08-24 11:29:00;3487.946240234375
2024-08-24 11:30:00;3488.88369140625
2024-08-24 11:31:00;3487.81220703125
2024-08-24 11:32:00;3493.437158203125
2024-08-24 11:33:00;3509.37421875
2024-08-24 11:34:00;3518.8830322265626
2024-08-24 11:35:00;3513.823486328125
2024-08-24 11:36:00;3519.8205078125
2024-08-24 11:37:00;3515.2000244140627
2024-08-24 11:38:00;3517.2758544921876
2024-08-24 11:39:00;3518.8160888671873
2024-08-24 11:40:00;3521.6954345703125
2024-08-24 11:41:00;3520.2892333984373
2024-08-24 11:42:00;3523.704296875
2024-08-24 11:43:00;3528.555419921875
2024-08-24 11:44:00;3525.914111328125
2024-08-24 11:45:00;3528.1089952256943
2024-08-24 11:46:00;3539.0387939453126
2024-08-24 11:47:00;3536.0924072265625
2024-08-24 11:48:00;3531.47197265625
2024-08-24 11:49:00;3541.3526746961807
