Date;INV2;TEMP;HUM
2024-09-03 03:00:00;0.0;16.620000000000005;92.0
2024-09-03 03:01:00;0.0;16.620000000000005;92.0
2024-09-03 03:02:00;0.0;16.620000000000005;92.0
2024-09-03 03:03:00;0.0;16.620000000000005;92.0
2024-09-03 03:04:00;0.0;16.620000000000005;92.0
2024-09-03 03:05:00;0.0;16.620000000000005;92.0
2024-09-03 03:06:00;0.0;16.610833333333346;92.0
2024-09-03 03:07:00;0.0;16.610000000000014;92.0
2024-09-03 03:08:00;0.0;16.610000000000014;92.0
2024-09-03 03:09:00;0.0;16.610000000000014;92.0
2024-09-03 03:10:00;0.0;16.610000000000014;92.0
2024-09-03 03:11:00;0.0;16.68500000000004;92.0
2024-09-03 03:12:00;0.0;16.700000000000045;92.0
2024-09-03 03:13:00;0.0;16.700000000000045;92.0
2024-09-03 03:14:00;0.0;16.700000000000045;92.0
2024-09-03 03:15:00;0.0;16.700000000000045;92.0
2024-09-03 03:16:00;0.0;16.69250000000004;92.0
2024-09-03 03:17:00;0.0;16.700000000000045;92.0
2024-09-03 03:18:00;0.0;16.700000000000045;92.0
2024-09-03 03:19:00;0.0;16.700000000000045;92.0
2024-09-03 03:20:00;0.0;16.700000000000045;92.0
2024-09-03 03:21:00;0.0;16.700000000000045;92.0
2024-09-03 03:22:00;0.0;16.700000000000045;92.0
2024-09-03 03:23:00;0.0;16.700000000000045;92.0
2024-09-03 03:24:00;0.0;16.700000000000045;92.0
2024-09-03 03:25:00;0.0;16.700000000000045;92.0
2024-09-03 03:26:00;0.0;16.700000000000045;92.0
2024-09-03 03:27:00;0.0;16.700000000000045;92.0
2024-09-03 03:28:00;0.0;16.700000000000045;92.0
2024-09-03 03:29:00;0.0;16.700000000000045;92.0
2024-09-03 03:30:00;0.0;16.700000000000045;92.0
2024-09-03 03:31:00;0.0;16.709166666666704;91.08333333333331
2024-09-03 03:32:00;0.0;16.710000000000036;91.0
2024-09-03 03:33:00;0.0;16.710000000000036;91.0
2024-09-03 03:34:00;0.0;16.710000000000036;91.0
2024-09-03 03:35:00;0.0;16.710000000000036;91.0
2024-09-03 03:36:00;0.0;16.75166666666671;91.0
2024-09-03 03:37:00;0.0;16.760000000000048;91.0
2024-09-03 03:38:00;0.0;16.760000000000048;91.0
2024-09-03 03:39:00;0.0;16.760000000000048;91.0
2024-09-03 03:40:00;0.0;16.760000000000048;91.0
2024-09-03 03:41:00;0.0;16.760000000000048;91.0
2024-09-03 03:42:00;0.0;16.760000000000048;91.0
2024-09-03 03:43:00;0.0;16.760000000000048;91.0
2024-09-03 03:44:00;0.0;16.760000000000048;91.0
2024-09-03 03:45:00;0.0;16.760000000000048;91.0
2024-09-03 03:46:00;0.0;16.82000000000005;91.0
2024-09-03 03:47:00;0.0;16.82000000000005;91.0
2024-09-03 03:48:00;0.0;16.82000000000005;91.0
2024-09-03 03:49:00;0.0;16.82000000000005;91.0
2024-09-03 03:50:00;0.0;16.82000000000005;91.0
2024-09-03 03:51:00;0.0;16.82000000000005;91.0
2024-09-03 03:52:00;0.0;16.82000000000005;91.0
2024-09-03 03:53:00;0.0;16.82000000000005;91.0
2024-09-03 03:54:00;0.0;16.82000000000005;91.0
2024-09-03 03:55:00;0.0;16.82000000000005;91.0
2024-09-03 03:56:00;0.0;16.765000000000047;91.0
2024-09-03 03:57:00;0.0;16.760000000000048;91.0
2024-09-03 03:58:00;0.0;16.760000000000048;91.0
2024-09-03 03:59:00;0.0;16.760000000000048;91.0
2024-09-03 04:00:00;0.0;16.760000000000048;91.0
2024-09-03 04:01:00;0.0;16.760000000000048;91.0
2024-09-03 04:02:00;0.0;16.760000000000048;91.0
2024-09-03 04:03:00;0.0;16.760000000000048;91.0
2024-09-03 04:04:00;0.0;16.760000000000048;91.0
2024-09-03 04:05:00;0.0;16.760000000000048;91.0
2024-09-03 04:06:00;0.0;16.72333333333336;91.0
2024-09-03 04:07:00;0.0;16.720000000000027;91.0
2024-09-03 04:08:00;0.0;16.720000000000027;91.0
2024-09-03 04:09:00;0.0;16.720000000000027;91.0
2024-09-03 04:10:00;0.0;16.720000000000027;91.0
2024-09-03 04:11:00;0.0;16.720000000000027;91.0
2024-09-03 04:12:00;0.0;16.720000000000027;91.0
2024-09-03 04:13:00;0.0;16.720000000000027;91.0
2024-09-03 04:14:00;0.0;16.720000000000027;91.0
2024-09-03 04:15:00;0.0;16.720000000000027;91.0
2024-09-03 04:16:00;0.0;16.600833333333366;91.0
2024-09-03 04:17:00;0.0;16.590000000000032;91.0
2024-09-03 04:18:00;0.0;16.590000000000032;91.0
2024-09-03 04:19:00;0.0;16.590000000000032;91.0
2024-09-03 04:20:00;0.0;16.590000000000032;91.0
2024-09-03 04:21:00;0.0;16.590000000000032;91.0
2024-09-03 04:22:00;0.0;16.590000000000032;91.0
2024-09-03 04:23:00;0.0;16.590000000000032;91.0
2024-09-03 04:24:00;0.0;16.590000000000032;91.0
2024-09-03 04:25:00;0.0;16.590000000000032;91.0
2024-09-03 04:26:00;0.0;16.74000000000001;91.0
2024-09-03 04:27:00;0.0;16.74000000000001;91.0
2024-09-03 04:28:00;0.0;16.74000000000001;91.0
2024-09-03 04:29:00;0.0;16.74000000000001;91.0
2024-09-03 04:30:00;0.0;16.74000000000001;91.0
2024-09-03 04:31:00;0.0;16.74000000000001;91.0
2024-09-03 04:32:00;0.0;16.74000000000001;91.0
2024-09-03 04:33:00;0.0;16.74000000000001;91.0
2024-09-03 04:34:00;0.0;16.74000000000001;91.0
